ID,item_cnt_month
0,0.40898132
1,0.099022225
2,0.7759702
3,0.13162555
4,0.099022225
5,0.3750066
6,0.64049923
7,0.08061347
8,1.3252112
9,0.099022225
10,3.2952356
11,0.17101175
12,-0.012173455
13,0.22886544
14,2.07283
15,3.5116553
16,0.099022225
17,0.08333536
18,1.483877
19,0.08666639
20,0.41540712
21,0.099022225
22,1.3482337
23,0.7953963
24,1.0505904
25,0.123166606
26,0.123166606
27,0.6022897
28,0.67848164
29,4.1294756
30,0.44103104
31,0.15672907
32,0.43559372
33,1.9615694
34,0.08574753
35,0.06647187
36,0.14104222
37,0.72328633
38,0.19294643
39,0.12095691
40,0.52716947
41,1.4111516
42,2.539526
43,4.507174
44,0.55838865
45,0.25716504
46,0.9443889
47,0.2713232
48,0.377392
49,0.9474468
50,1.3040991
51,0.19515613
52,0.25237924
53,0.15356024
54,9.545443
55,1.1715876
56,0.67257607
57,1.3824311
58,5.643545
59,7.7351127
60,3.971551
61,0.28561136
62,0.37645942
63,0.20438299
64,0.09774089
65,0.09774089
66,0.63151395
67,0.08446619
68,0.3989644
69,-0.018964512
70,0.09774089
71,3.7099743
72,0.27832985
73,0.32977757
74,0.09774089
75,0.09774089
76,0.22551
77,0.09774089
78,0.11315768
79,0.39297026
80,1.012657
81,3.1689284
82,0.79425347
83,0.1282898
84,0.47858515
85,0.9275722
86,0.44571212
87,0.040317494
88,4.0435576
89,0.8630739
90,0.60380554
91,0.23440477
92,1.3946507
93,0.13162555
94,0.3895805
95,0.08519019
96,0.08574753
97,0.41704202
98,0.68056214
99,1.5774146
100,10.803874
101,1.511893
102,0.18336284
103,0.7825301
104,0.08787201
105,0.15019587
106,0.11392208
107,0.56901425
108,0.105104506
109,0.11392208
110,0.13262022
111,0.11392208
112,0.11392208
113,0.11392208
114,0.23772344
115,0.17003073
116,0.08151793
117,0.047076114
118,8.307137
119,0.09623631
120,0.07624743
121,0.088180244
122,0.18245475
123,0.5559201
124,0.69792753
125,1.1102281
126,0.10473417
127,0.07668781
128,0.09027274
129,0.07789919
130,0.24011669
131,0.08357596
132,3.9193487
133,20.329138
134,0.063472405
135,0.24196896
136,0.17857593
137,0.10658644
138,0.868762
139,0.10658644
140,0.22400552
141,0.2904388
142,0.06175951
143,0.17857593
144,0.09027274
145,0.09027274
146,0.09027274
147,0.14936441
148,0.09027274
149,0.09027274
150,0.075259544
151,0.10658644
152,16.23047
153,0.20041682
154,0.09582404
155,0.0851609
156,0.1517939
157,0.0835737
158,0.08347265
159,0.32427335
160,0.09582404
161,0.16781354
162,0.09582404
163,0.32249525
164,0.29565093
165,0.009314585
166,0.35698727
167,0.059008487
168,0.091457926
169,-0.04938977
170,0.16781354
171,-0.16111574
172,0.19409418
173,3.811144
174,4.9220333
175,3.282491
176,1.0061656
177,0.08357596
178,0.23445728
179,0.08357596
180,2.2758858
181,0.24616355
182,0.11152716
183,0.11259121
184,0.14248256
185,0.11152716
186,0.09503001
187,0.05773535
188,0.08151793
189,0.08151793
190,0.09520979
191,0.44864962
192,0.4992126
193,0.11283594
194,0.08295945
195,0.11713966
196,0.23059234
197,2.3883967
198,1.9580324
199,0.09520979
200,0.09520979
201,0.09520979
202,0.07373554
203,1.0442809
204,0.09618802
205,0.09520979
206,0.09520979
207,0.08137776
208,0.30883345
209,0.50320494
210,0.16590056
211,0.09928739
212,0.062170632
213,0.23059234
214,0.0930001
215,0.48425183
216,0.32965544
217,0.029720997
218,2.7616465
219,0.29489088
220,0.24956913
221,0.09520979
222,0.08151793
223,0.7288998
224,2.1344948
225,0.3256949
226,0.21701594
227,0.08151793
228,0.1299879
229,0.08151793
230,0.08151793
231,0.26559857
232,0.08151793
233,0.2135024
234,0.08151793
235,0.11907984
236,0.14167447
237,0.403762
238,0.24196896
239,0.2875612
240,0.628377
241,0.06415959
242,0.08151793
243,0.09520979
244,0.09520979
245,0.089668795
246,1.0620942
247,0.27096897
248,0.24004012
249,0.07036571
250,0.5865766
251,0.12560342
252,0.26725277
253,1.254378
254,0.16939218
255,16.506056
256,0.077081345
257,0.14982909
258,0.29619792
259,0.116011016
260,0.062124185
261,0.04615793
262,0.14917499
263,0.08694003
264,0.05200756
265,0.32984522
266,0.08694003
267,0.15892948
268,0.06717557
269,0.03194408
270,1.155594
271,0.08694003
272,0.09918671
273,0.56505084
274,13.97189
275,0.08694003
276,0.24166995
277,2.5175266
278,0.100245446
279,0.18689677
280,0.17488894
281,0.1980679
282,0.04133231
283,0.55676323
284,0.14730707
285,0.18669327
286,0.08694003
287,0.78961885
288,0.1537436
289,0.20431076
290,0.08694003
291,0.025898246
292,0.1564369
293,0.10257208
294,0.6370404
295,0.8261281
296,0.15447542
297,0.047016002
298,0.077081345
299,0.077081345
300,-0.04701987
301,0.6043215
302,0.82233536
303,0.4579879
304,0.06483099
305,0.063249305
306,0.17684047
307,0.037331447
308,0.14594717
309,0.077081345
310,0.077081345
311,0.49770248
312,0.53086114
313,0.14945622
314,0.077081345
315,0.25956148
316,0.13805357
317,4.6884336
318,0.048333824
319,0.09454316
320,0.077081345
321,0.03277384
322,0.55344266
323,0.028385265
324,0.44490188
325,0.2765745
326,0.18330656
327,0.09552632
328,0.09552632
329,0.23189299
330,0.09552632
331,0.104444884
332,0.12050568
333,0.16466561
334,0.6309057
335,0.19385794
336,0.08573804
337,0.6309451
338,0.20498829
339,0.43343225
340,0.087733224
341,0.15384595
342,0.091451935
343,1.0475743
344,0.078177236
345,-0.049788505
346,5.111031
347,5.2151866
348,0.10133034
349,0.25212064
350,0.11964634
351,0.63992095
352,0.11964634
353,0.107413165
354,1.0282931
355,0.11964634
356,0.623904
357,1.4917221
358,0.41340485
359,0.63383454
360,0.53365123
361,2.813769
362,0.6708186
363,0.7384295
364,0.51719487
365,0.3765843
366,0.10303094
367,0.10303094
368,0.11003055
369,0.1252827
370,0.11003055
371,0.2838307
372,0.60721165
373,0.09898362
374,1.4459769
375,2.0254545
376,0.5173819
377,0.19527958
378,0.2717982
379,0.09552632
380,7.5630646
381,0.3765843
382,0.3488205
383,0.10303094
384,1.8953085
385,0.34738052
386,0.34661084
